Key,GetIt citation,# links: common,# links: Ariadne only,# links: GetIt only,# links: Ariadne total,# links: GetIt total,# links: All Total,% total: Ariadne,% total: GetIt,ARIADNE: BACKEND_API_FETCH_ERROR_FAILED_TO_FETCH,ARIADNE: HTTP_400_BAD_REQUEST,GETIT: PAGE_NOT_FOUND,GETIT: PROBABLE_HTTP_400_BAD_REQUEST,GETIT: SORRY_SOMETHING_HAS_GONE_WRONG
"getit.library.nyu.edu/resolve??charset=utf-8&atitle=The impact of advertising on social processes&jtitle=Mind & Society=&title=Mind & Society=&issn=1860-1839(ELECTRONIC),15937879(PRINT)&date=2021&aulast=Pavlovskaya&aufirst=Olga&au=Pavlovskaya,Olga&genre=article","Article | The impact of advertising on social processes | Pavlovskaya,Olga 2021 | Published in Journal Mind  | ISSN:0026-4423",2,1,3,3,5,8,38,63,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18907602&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-31T20:06:48-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=Childhood+sexuality:+a+decade+of+study.+Part+I\u2014research+and+curriculum+development1&rft.au=Ryan,+Gail&rft.aufirst=Gail&rft.auinit=G&rft.aulast=Ryan&rft.coden=CABND3&rft.date=2000&rft.doi=10.1016/S0145-2134(99)00118-0&rft.eissn=1873-7757&rft.epage=48&rft.genre=article&rft.issn=0145-2134&rft.issue=1&rft.issue_start=1&rft.jtitle=Child+abuse+&+neglect=&rft.language=fre&rft.lccn=++2002238896&rft.month=1&rft.object_id=954925473399&rft.oclcnum=3475531&rft.place=UNITED+STATES&rft.pub=Pergamon+Press&rft.spage=33&rft.stitle=CHILD+ABUSE+AND+NEGLECT&rft.title=Child+abuse+&+neglect=&rft.volume=24&rft.volume_start=24&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1016/S0145-2134(99)00118-0&rfr_id=info:sid/google",Article | Childhood sexuality a decade of study Part I\u2014research and curriculum development1 | Ryan Gail 2000 | Published in Journal Child abuse Volume 24 Issue 1 Page 33 48. | ISSN:0145-2134,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18909986&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-31T19:11:31-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=Health-related+quality+of+life,+mental+health+and+psychotherapeutic+considerations+for+women+diagnosed+with+a+disorder+of+sexual+development:+congenital+adrenal+hyperplasia&rft.date=2010&rft.doi=10.1155/2010/253465&rft.eissn=1687-9856&rft.epage=11&rft.genre=article&rft.issn=16879848&rft.issue=1&rft.issue_start=1&rft.jtitle=International+Journal+of+Pediatric+Endocrinology&rft.language=fre&rft.lccn=++2009243825&rft.object_id=1000000000714452&rft.place=[Cairo]&rft.pub=BioMed+Central+Ltd&rft.spage=253465&rft.stitle=INT+J+PEDIATR+ENDOCRINOL&rft.title=International+Journal+of+Pediatric+Endocrinology&rft.volume=2010&rft.volume_start=2010&rft.au=Malouf,+Matthew+A&rft.aulast=Malouf&rft.aufirst=Matthew&rft.auinit=MA&rft.auinitm=A&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1155/2010/253465&rfr_id=info:sid/google",Article | Health-related quality of life mental health and psychotherapeutic considerations for women diagnosed with a disorder of sexual development congenital adrenal hyperplasia | Malouf Matthew A 2010 | Published in Journal International Journal of Pediatric Endocrinology Volume 2010 Issue 1 Page 253465 11. | ISSN:1687-9848,0,0,5,0,5,5,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18929672&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-15T11:22:15-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=Health-related+quality+of+life,+mental+health+and+psychotherapeutic+considerations+for+women+diagnosed+with+a+disorder+of+sexual+development:+congenital+adrenal+hyperplasia&rft.au=Malouf,+Matthew+A&rft.aufirst=Matthew&rft.auinit=MA&rft.auinitm=A&rft.aulast=Malouf&rft.date=2010&rft.doi=10.1155/2010/253465&rft.eissn=1687-9856&rft.epage=11&rft.genre=article&rft.issn=1687-9848&rft.issue=1&rft.issue_start=1&rft.jtitle=International+Journal+of+Pediatric+Endocrinology&rft.language=fre&rft.lccn=++2009243825&rft.object_id=1000000000714452&rft.place=[Cairo]&rft.pub=BioMed+Central+Ltd&rft.spage=253465&rft.stitle=INT+J+PEDIATR+ENDOCRINOL&rft.title=International+Journal+of+Pediatric+Endocrinology&rft.volume=2010&rft.volume_start=2010&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1155/2010/253465&rfr_id=info:sid/google",Article | Health-related quality of life mental health and psychotherapeutic considerations for women diagnosed with a disorder of sexual development congenital adrenal hyperplasia | Malouf Matthew A 2010 | Published in Journal International Journal of Pediatric Endocrinology Volume 2010 Issue 1 Page 253465 11. | ISSN:1687-9848,0,0,5,0,5,5,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18929672&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-15T11:22:42-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=Health-related+quality+of+life,+mental+health+and+psychotherapeutic+considerations+for+women+diagnosed+with+a+disorder+of+sexual+development:+congenital+adrenal+hyperplasia&rft.au=Malouf,+Matthew+A&rft.aufirst=Matthew&rft.auinit=MA&rft.auinitm=A&rft.aulast=Malouf&rft.date=2010&rft.doi=10.1155/2010/253465&rft.eissn=1687-9856&rft.epage=11&rft.genre=article&rft.issn=1687-9848&rft.issue=1&rft.issue_start=1&rft.jtitle=International+Journal+of+Pediatric+Endocrinology&rft.language=fre&rft.lccn=++2009243825&rft.object_id=1000000000714452&rft.place=[Cairo]&rft.pub=BioMed+Central+Ltd&rft.spage=253465&rft.stitle=INT+J+PEDIATR+ENDOCRINOL&rft.title=International+Journal+of+Pediatric+Endocrinology&rft.volume=2010&rft.volume_start=2010&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1155/2010/253465&rfr_id=info:sid/google",Article | Health-related quality of life mental health and psychotherapeutic considerations for women diagnosed with a disorder of sexual development congenital adrenal hyperplasia | Malouf Matthew A 2010 | Published in Journal International Journal of Pediatric Endocrinology Volume 2010 Issue 1 Page 253465 11. | ISSN:1687-9848,4,1,1,5,5,10,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18938051&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-15T15:12:50-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=Standards+of+care+for+the+health+of+transsexual,+transgender,+and+gender-nonconforming+people,+version+7&rft.au=Coleman,+E&rft.auinit=E&rft.aulast=Coleman&rft.date=2012&rft.doi=10.1080/15532739.2011.700873&rft.eissn=1434-4599&rft.epage=232&rft.genre=article&rft.issn=1553-2739&rft.issue=4&rft.issue_start=4&rft.jtitle=International+journal+of+transgenderism&rft.language=fre&rft.lccn=+++00253291+&rft.month=08&rft.object_id=991042723500904&rft.place=Du\u0308sseldorf,+Germany&rft.pub=Symposion+Pub.&rft.spage=165&rft.stitle=INTERNATIONAL+JOURNAL+OF+TRANSGENDERISM&rft.title=International+journal+of+transgenderism&rft.volume=13&rft.volume_start=13&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1080/15532739.2011.700873&rfr_id=info:sid/google",Article | Standards of care for the health of transsexual transgender and gender-nonconforming people version 7 | Coleman E 2012 | Published in Journal International journal of transgenderism Volume 13 Issue 4 Page 165 232. | ISSN:1553-2739,2,0,0,2,2,4,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18957158&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-26T17:46:20-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=Standards+of+care+for+the+health+of+transsexual,+transgender,+and+gender-nonconforming+people,+version+7&rft.au=Coleman,+E&rft.auinit=E&rft.aulast=Coleman&rft.date=2012&rft.doi=10.1080/15532739.2011.700873&rft.eissn=1434-4599&rft.epage=232&rft.genre=article&rft.issn=1553-2739&rft.issue=4&rft.issue_start=4&rft.jtitle=International+journal+of+transgenderism&rft.language=fre&rft.lccn=+++00253291+&rft.month=08&rft.object_id=991042723500904&rft.place=Du\u0308sseldorf,+Germany&rft.pub=Symposion+Pub.&rft.spage=165&rft.stitle=INTERNATIONAL+JOURNAL+OF+TRANSGENDERISM&rft.title=International+journal+of+transgenderism&rft.volume=13&rft.volume_start=13&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1080/15532739.2011.700873&rfr_id=info:sid/google",Article | Standards of care for the health of transsexual transgender and gender-nonconforming people version 7 | Coleman E 2012 | Published in Journal International journal of transgenderism Volume 13 Issue 4 Page 165 232. | ISSN:1553-2739,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18957159&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-28T18:12:09-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=Stress+and+puberty-related+hormone+reactivity,+negative+emotionality,+and+parent\u2013adolescent+relationships&rft.au=Marceau,+Kristine&rft.aufirst=Kristine&rft.auinit=K&rft.aulast=Marceau&rft.coden=PSYCDE&rft.date=2012&rft.doi=10.1016/j.psyneuen.2012.01.001&rft.eissn=1873-3360&rft.epage=1298&rft.genre=article&rft.issn=0306-4530&rft.issue=8&rft.issue_start=8&rft.jtitle=Psychoneuroendocrinology&rft.language=fre&rft.lccn=sn+80008491+&rft.month=08&rft.object_id=954925514499&rft.oclcnum=1343872&rft.place=ENGLAND&rft.pub=Pergamon+Press&rft.spage=1286&rft.stitle=PSYCHONEUROENDOCRINO&rft.title=Psychoneuroendocrinology&rft.volume=37&rft.volume_start=37&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1016/j.psyneuen.2012.01.001&rfr_id=info:sid/google",Article | Stress and puberty-related hormone reactivity negative emotionality and parent\u2013adolescent relationships | Marceau Kristine 2012 | Published in Journal Psychoneuroendocrinology Volume 37 Issue 8 Page 1286 1298. | ISSN:0306-4530,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18967379&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-29T12:07:25-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=The+From+Survivor+to+Thriver+program:+RCT+of+an+online+therapist-facilitated+program+for+rape-related+PTSD&rft.coden=JADIE8&rft.date=2016&rft.doi=10.1016/j.janxdis.2016.07.010&rft.eissn=1873-7897&rft.epage=51&rft.genre=article&rft.issn=08876185&rft.jtitle=Journal+of+anxiety+disorders&rft.language=fre&rft.lccn=++2004233010&rft.month=10&rft.object_id=954925553398&rft.place=UNITED+STATES&rft.pub=Pergamon&rft.spage=41&rft.stitle=J+ANXIETY+DISORDERS&rft.title=Journal+of+anxiety+disorders&rft.volume=43&rft.volume_start=43&rft.au=Littleton,+Heather&rft.aulast=Littleton&rft.aufirst=Heather&rft.auinit=H&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1016/j.janxdis.2016.07.010&rfr_id=info:sid/google",Article | The From Survivor to Thriver program RCT of an online therapist-facilitated program for rape-related PTSD | Littleton Heather 2016 | Published in Journal Journal of anxiety disorders Volume 43 Page 41 51. | ISSN:0887-6185,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18979131&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-05-05T17:02:32-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=Stress+and+puberty-related+hormone+reactivity,+negative+emotionality,+and+parent\u2013adolescent+relationships&rft.coden=PSYCDE&rft.date=2012&rft.doi=10.1016/j.psyneuen.2012.01.001&rft.eissn=1873-3360&rft.epage=1298&rft.genre=article&rft.issn=03064530&rft.issue=8&rft.issue_start=8&rft.jtitle=Psychoneuroendocrinology&rft.language=fre&rft.lccn=sn+80008491+&rft.month=08&rft.object_id=954925514499&rft.place=ENGLAND&rft.pub=Pergamon&rft.spage=1286&rft.stitle=PSYCHONEUROENDOCRINO&rft.title=Psychoneuroendocrinology&rft.volume=37&rft.volume_start=37&rft.au=Marceau,+Kristine&rft.aulast=Marceau&rft.aufirst=Kristine&rft.auinit=K&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1016/j.psyneuen.2012.01.001&rfr_id=info:sid/google",Article | Stress and puberty-related hormone reactivity negative emotionality and parent\u2013adolescent relationships | Marceau Kristine 2012 | Published in Journal Psychoneuroendocrinology Volume 37 Issue 8 Page 1286 1298. | ISSN:0306-4530,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18987226&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-05-11T11:32:02-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=\u201cSexting\u201d+and+Its+Relation+to+Sexual+Activity+and+Sexual+Risk+Behavior+in+a+National+Survey+of+Adolescents&rft.au=Ybarra,+Michele+L&rft.aufirst=Michele&rft.auinit=ML&rft.auinitm=L&rft.aulast=Ybarra&rft.coden=JADHE5&rft.date=2014&rft.doi=10.1016/j.jadohealth.2014.07.012&rft.eissn=1879-1972&rft.epage=764&rft.genre=article&rft.issn=1054-139X&rft.issue=6&rft.issue_start=6&rft.jtitle=Journal+of+adolescent+health&rft.language=fre&rft.lccn=++2004233058&rft.month=12&rft.object_id=954925595525&rft.place=UNITED+STATES&rft.pub=Elsevier&rft.spage=757&rft.stitle=J+ADOLESC+HEALTH&rft.title=Adolescent+Health&rft.volume=55&rft.volume_start=55&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1016/j.jadohealth.2014.07.012&rfr_id=info:sid/google",Article | \u201cSexting\u201d and Its Relation to Sexual Activity and Sexual Risk Behavior in a National Survey of Adolescents | Ybarra Michele L 2014 | Published in Journal Adolescent Health Volume 55 Issue 6 Page 757 764. | ISSN:1054-139X,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=18995468&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-05-15T16:31:32-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=Stress+and+puberty-related+hormone+reactivity,+negative+emotionality,+and+parent\u2013adolescent+relationships&rft.coden=PSYCDE&rft.date=2012&rft.doi=10.1016/j.psyneuen.2012.01.001&rft.eissn=1873-3360&rft.epage=1298&rft.genre=article&rft.issn=03064530&rft.issue=8&rft.issue_start=8&rft.jtitle=Psychoneuroendocrinology&rft.language=fre&rft.lccn=sn+80008491+&rft.month=08&rft.object_id=954925514499&rft.place=ENGLAND&rft.pub=Pergamon&rft.spage=1286&rft.stitle=PSYCHONEUROENDOCRINO&rft.title=Psychoneuroendocrinology&rft.volume=37&rft.volume_start=37&rft.au=Marceau,+Kristine&rft.aulast=Marceau&rft.aufirst=Kristine&rft.auinit=K&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1016/j.psyneuen.2012.01.001&rfr_id=info:sid/google",Article | Stress and puberty-related hormone reactivity negative emotionality and parent\u2013adolescent relationships | Marceau Kristine 2012 | Published in Journal Psychoneuroendocrinology Volume 37 Issue 8 Page 1286 1298. | ISSN:0306-4530,1,0,0,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?forcedownload=1&umlaut.referent_id=19006223&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-05-27T20:16:09-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.atitle=From+gender+identity+disorder+to+gender+identity+creativity:+True+gender+self+child+therapy&rft.coden=JOHOD7&rft.date=2012&rft.doi=10.1080/00918369.2012.653303&rft.eissn=1540-3602&rft.epage=356&rft.genre=article&rft.issn=00918369&rft.issue=3&rft.issue_start=3&rft.jtitle=Journal+of+homosexuality&rft.language=fre&rft.lccn=+++74078295+&rft.month=03&rft.object_id=954925463175&rft.place=UNITED+STATES&rft.pub=Haworth+Press,+Inc.&rft.spage=337&rft.stitle=J+HOMOSEX&rft.title=Journal+of+homosexuality&rft.volume=59&rft.volume_start=59&rft.au=Ehrensaft,+Diane&rft.aulast=Ehrensaft&rft.aufirst=Diane&rft.auinit=D&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft_id=info:doi/10.1080/00918369.2012.653303&rfr_id=info:sid/google",Article | From gender identity disorder to gender identity creativity True gender self child therapy | Ehrensaft Diane 2012 | Published in Journal Journal of homosexuality Volume 59 Issue 3 Page 337 356. | ISSN:0091-8369,2,1,0,3,2,5,60,40,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&atitle=Introduction&jtitle=Chinese Sociology and Anthropology&title=Chinese Sociology and Anthropology&volume=24&artnum=598d9e3167222b0a61f9f3af&spage=9&date=1991,Article | Introduction | 1991 | Published in Journal Chinese Sociology and Anthropology Volume 24 Page 9. | ISSN:0009-4625,1,0,0,1,1,2,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&id=doi:10.1017/S0305741000035839&sid=literatum:tandf&aulast=Sullivan&aufirst=Michael.&date=1994&atitle=The 1988\u201389 Nanjing Anti-African Protests: Racial Nationalism or National Racism?&jtitle=The China Quarterly&volume=138&spage=438&epage=457,Article | The 1988\u201389 Nanjing Anti-African Protests Racial Nationalism or National Racism? | Sullivan Michael J 1994 | Published in Journal CHINA QUARTERLY Volume 138 Page 438 457. | ISSN:0305-7410,3,0,0,3,3,6,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&id=doi:10.1021/la048425c&sid=literatum:achs&aulast=Jung&aufirst=H.+S.&aulast=Shin&aufirst=H.&aulast=Kim&aufirst=J.+R.&aulast=Kim&aufirst=J.+Y.&aulast=Hong&aufirst=K.+S.&aulast=Lee&aufirst=J.+K.&jtitle=Langmuir&date=2004&volume=20&spage=11732,Article | In Situ Observation of the Stability of Anatase Nanoparticles and Their Transformation to Rutile in an Acidic Solution | Jung Hyun Suk 2004 | Published in Journal LANGMUIR Volume 20 Issue 26 Page 11732 11737. | ISSN:0743-7463,1,0,0,1,1,2,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&id=doi:10.1039/b411545g&sid=literatum:achs&aulast=Diederichsen&aufirst=U.&aulast=Weicherding&aufirst=D.&aulast=Diezemann&aufirst=N.&atitle=Side Chain Homologation of Alanyl Peptide Nucleic Acids: Pairing Selectivity and Stacking&jtitle=Org. Biomol. Chem.&date=2005&volume=3&issue=6&spage=1058&epage=1066&doi=10.1039/b411545g,Article | Side Chain Homologation of Alanyl Peptide Nucleic Acids Pairing Selectivity and Stacking | Diederichsen Ulf 2005 | Published in Journal ORGANIC BIOMOLECULAR CHEMISTRY Volume 3 Issue 6 Page 1058 1066. | ISSN:1477-0520,1,0,0,1,1,2,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&id=doi:10.1126/science.aax8466&sid=literatum:achs&aulast=Tang&aufirst=X.&aulast=Westlie&aufirst=A.+H.&aulast=Watson&aufirst=E.+M.&aulast=Chen&aufirst=E.+Y.-X.&atitle=Stereosequenced crystalline polyhydroxyalkanoates from diastereomeric monomer mixtures&jtitle=Science&date=2019&volume=366&spage=754&epage=758&doi=10.1126/science.aax8466,Article | Stereosequenced crystalline polyhydroxyalkanoates from diastereomeric monomer mixtures | Tang Xiaoyan 2019 | Published in Journal SCIENCE Volume 366 Issue 6466 Page 754 758. | ISSN:0036-8075,2,0,0,2,2,4,50,50,0,0,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00014826&title=Accounting Review&volume=&issue=&date=&atitle=&aulast=&spage=&sid=EBSCO:Business Source Complete -- Publications&pid=Business Source Complete -- Publications,Article | Accounting Review |  | ISSN:0001-4826 | undefined,0,0,5,0,5,5,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00018996&title=Advocate&volume=&issue=454&date=19860902&atitle=WAS ROY COHN A GAY QUISLING?&aulast=Giteck, Lenny&spage=5&sid=EBSCO:LGBTQ+ Source&pid=Giteck, Lenny953119219860902LGBTQ+ Source",Article | WAS ROY COHN A GAY QUISLING? | Giteck Lenny 1986 Sep 02 | Published in Journal Advocate Issue 454 Page 5. | ISSN:0001-8996,0,1,1,1,1,2,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00019720&title=AFRICA&volume=92&issue=1&date=20220101&atitle=Rethinking Achille Mbembe's 'Provisional notes on the postcolony' INTRODUCTION&aulast=Adebanwi, Wale&spage=42&sid=EBSCO:Social Sciences Citation Index&pid=Adebanwi, Wale00074503430000420220101Social Sciences Citation Index",Article | Rethinking Achille Mbembe's Provisional notes on the postcolony INTRODUCTION | Adebanwi Wale 2022 Jan 01 | Published in Journal AFRICA Volume 92 Issue 1 Page 42. | ISSN:0001-9720,5,2,1,7,6,13,54,46,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00027162&title=ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE&volume=677&issue=1&date=20180501&atitle=Identifying the Later-Generation Descendants of US Immigrants: Issues Arising from Selective Ethnic Attrition&aulast=Duncan, Brian&spage=131&sid=EBSCO:Social Sciences Citation Index&pid=Duncan, Brian00043213200001120180501Social Sciences Citation Index",Article | Identifying the Later-Generation Descendants of US Immigrants Issues Arising from Selective Ethnic Attrition | Duncan Brian 2018 May 01 | Published in Journal ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE Volume 677 Issue 1 Page 131. | ISSN:0002-7162,5,1,1,6,6,12,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00029165&title=AMERICAN JOURNAL OF CLINICAL NUTRITION&volume=61&issue=6//SUP&date=&atitle=Mediterranean diet pyramid: a cultural model for healthy eating&aulast=Willett, W. C.&spage=1402S&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Willett, W. C.CN008843909British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | Mediterranean diet pyramid a cultural model for healthy eating | Willett W C | Published in Journal AMERICAN JOURNAL OF CLINICAL NUTRITION Volume 61 Issue 6 SUP Page 1402S. | ISSN:0002-9165,0,0,4,0,4,4,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00030007&title=Bulletin of the American Meteorological Society&volume=103&issue=3&date=20220301&atitle=The Integrated Carbon Observation System in Europe.&aulast=Heiskanen, Jouni&spage=E855&sid=EBSCO:General Science Full Text (H.W. Wilson)&pid=Heiskanen, Jouni15619041920220301General Science Full Text (H.W. Wilson)",Article | The Integrated Carbon Observation System in Europe. | Heiskanen Jouni 2022 Mar 01 | Published in Journal Bulletin of the American Meteorological Society Volume 103 Issue 3 Page E855. | ISSN:0003-0007,4,1,0,5,4,9,56,44,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00030554&title=American Political Science Review&volume=113&issue=2&date=20190501&atitle=Local News and National Politics.&aulast=MARTIN, GREGORY J.&spage=372&sid=EBSCO:Social Sciences Full Text (H.W. Wilson)&pid=MARTIN, GREGORY J.13661178320190501Social Sciences Full Text (H.W. Wilson)",Article | Local News and National Politics. | Martin Gregory J 2019 May 01 | Published in Journal American Political Science Review Volume 113 Issue 2 Page 372. | ISSN:0003-0554,3,0,0,3,3,6,50,50,0,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=0003066X&title=AMERICAN PSYCHOLOGIST&volume=55&issue=5&date=20000101&atitle=Emerging Adulthood: A Theory of Development From the Late Teens Through the Twenties&aulast=Arnett, J. J.&spage=469&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Arnett, J. J.RN07887195720000101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | Emerging Adulthood A Theory of Development From the Late Teens Through the Twenties | Arnett J J 2000 Jan 01 | Published in Journal AMERICAN PSYCHOLOGIST Volume 55 Issue 5 Page 469. | ISSN:0003-066X,1,0,0,1,1,2,50,50,0,0,0,0,0
