Key,GetIt citation,# links: common,# links: Ariadne only,# links: GetIt only,# links: total,% total: Ariadne,% total: GetIt,ARIADNE: HTTP_400_BAD_REQUEST,GETIT: PAGE_NOT_FOUND,GETIT: PROBABLE_HTTP_400_BAD_REQUEST,GETIT: SORRY_SOMETHING_HAS_GONE_WRONG
getit.library.nyu.edu/resolve?=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.spage=19&rft.epage=36&rft.title=Thinking+with+Borges&rft.aulast=Gingerich&rft.date=2009&rft.artnum=1042&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&rft.aufirst=Stephen&url_ver=Z39.88-2004&sid=bepress:DigitalCommons&rft.atitle=Nothing+and+everything+:+theoretical+and+practical+nihilism+in+Borges&rft.genre=article,"Article | Nothing and everything theoretical and practical nihilism in Borges | Gingerich Stephen 2009 | Published in Journal Thinking with Borges Page 19 36. | ",0,0,0,0,n/a,n/a,0,0,0,0
"getit.library.nyu.edu/resolve??charset=utf-8&title=Attachment across the life cycle&isbn=0203132475&date=1993&aulast=Marris&aufirst=Peter&au=Marris,Peter","Book | Attachment across the life cycle | Marris,Peter 1993 |  | Publisher:Routledge ISBN:0203132475",0,0,3,3,0,100,1,0,0,0
getit.library.nyu.edu/resolve??charset=utf-8&title=Kaplan & Sadock's synopsis of psychiatry : behavioral sciences/clinical psychiatry=,Journal | Kaplan |  |  | undefined,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve??charset=utf-8&title=Slavery, Childhood, and Abolition in Jamaica, 1788-1838&isbn=9780820348032&date=2015&aulast=Vasconcellos&aufirst=Colleen&au=Vasconcellos,Colleen A.",Book | Slavery childhood and abolition in Jamaica 1788-1838 | Vasconcellos Colleen A 2015 |  | Publisher:The University of Georgia Press ISBN:9780820348032,0,0,5,5,0,100,1,0,0,0
"getit.library.nyu.edu/resolve??charset=utf-8&title=Streetfight : Handbook for an Urban Revolution&isbn=9780698409415&date=2016&aulast=Sadik-Khan&aufirst=Janette&au=Sadik-Khan,Janette","Book | Streetfight Handbook for an Urban Revolution | Sadik-Khan,Janette 2016 |  | Publisher:Penguin Publishing Group ISBN:9780698409415",0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve??charset=utf-8&title=The curious researcher : a guide to writing research papers&isbn=0321366492&date=2007&aulast=Ballenger&aufirst=Bruce&au=Ballenger,Bruce P.",Book | The curious researcher a guide to writing research papers | Ballenger Bruce P 2007 |  | Publisher:Pearson Longman ISBN:0321366492,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve??charset=utf-8&title=The politics of care: from covid-19 to black lives matter&issn=9781839763090&isbn=9781839763090; 1839763094&date=2020-01-01&aulast=Chassmen&aufirst=Deborah&au=Chassmen, Deborah",Book | The politics of care from COVID-19 to Black lives matter | Chassmen Deborah 2020 Jan 01 |  | Publisher:Verso Books ISSN:9781839763090 ISBN:9781839763090,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve??charset=utf-8&title=The quantified self&date=2016&aulast=Lupton&aufirst=Deborah&au=Lupton, Deborah","Journal | The quantified self | Lupton Deborah 2016 |  | ",0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve??charset=utf-8&title=What Do Dreams Do?&isbn=9780192550897&date=2020&aulast=Llewellyn&aufirst=Sue&au=Llewellyn,Sue",Book | What do dreams do? | Llewellyn Sue 2020 |  | Publisher:Oxford University Press Incorporated ISBN:9780192550897,0,0,1,1,0,100,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=AGRIOS&rft.auinit=G&rft.date=2005&rft.isbn=9780120445653&rft.spage=175&rft.epage=205&rft.title=Plant Pathology&rft.atitle=HOW PATHOGENS ATTACK PLANTS&rft_id=info:doi/10.1016/B978-0-08-047378-9.50011-7,Book Chapter | HOW PATHOGENS ATTACK PLANTS | AGRIOS 2005 | Published in Book Plant Pathology Page 175 205. | Publisher:Academic Press ISBN:9780120445653,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=ALHARBI&rft.auinit=N&rft.date=2018&rft.issn=18831958&rft.volume=62&rft.issue=2&rft.spage=218&rft.epage=226&rft.title=Journal of Prosthodontic Research&rft.atitle=Three-dimensional evaluation of marginal and internal fit of 3D-printed interim restorations fabricated on different finish line designs&rft_id=info:doi/10.1016/j.jpor.2017.09.002,Article | Three-dimensional evaluation of marginal and internal fit of 3D-printed interim restorations fabricated on different finish line designs | ALHARBI 2018 | Published in Journal Journal of Prosthodontic Research Volume 62 Issue 2 Page 218 226. | ISSN:1883-1958,0,0,2,2,0,100,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=ARCEOMENDOZA&rft.auinit=R&rft.date=2021&rft.issn=08898529&rft.isbn=9780323795517&rft.volume=50&rft.issue=2&rft.spage=167&rft.epage=178&rft.title=Endocrinology and Metabolism Clinics of North America&rft.atitle=Postmenopausal Osteoporosis: Latest Guidelines&rft_id=info:doi/10.1016/j.ecl.2021.03.009,Book Chapter | Postmenopausal Osteoporosis Latest Guidelines | Pauline M Camacho 2021 | Published in Book Endocrinology and Metabolism Clinics of North America Volume 50 Issue 2 Page 167 178. | Publisher:Elsevier ISSN:0889-8529 ISBN:9780323795517,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=ASHE&rft.auinit=S&rft.date=2017&rft.issn=1214021X&rft.volume=15&rft.issue=4&rft.spage=291&rft.epage=298&rft.title=Journal of Applied Biomedicine&rft.atitle=Novel chromogenic bacteria characterized and their probable treatment options using herbal products and reagents to restrict biofilm formation&rft_id=info:doi/10.1016/j.jab.2017.08.001,Article | Novel chromogenic bacteria characterized and their probable treatment options using herbal products and reagents to restrict biofilm formation | ASHE 2017 | Published in Journal Journal of Applied Biomedicine Volume 15 Issue 4 Page 291 298. | ISSN:1214-021X,0,0,1,1,0,100,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=ASTIK&rft.auinit=G&rft.date=2022&rft.issn=07490704&rft.isbn=9780323813396&rft.volume=38&rft.issue=1&rft.spage=103&rft.epage=112&rft.title=Critical Care Clinics&rft.atitle=Learning from Missed Opportunities Through Reflective Practice&rft_id=info:doi/10.1016/j.ccc.2021.09.003,Book Chapter | Learning from Missed Opportunities Through Reflective Practice | Paul Bergl 2022 | Published in Book Critical Care Clinics Volume 38 Issue 1 Page 103 112. | Publisher:Elsevier ISSN:0749-0704 ISBN:9780323813396,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=AWAD&rft.auinit=M&rft.date=2020&rft.issn=00306665&rft.isbn=9780323732901&rft.volume=53&rft.issue=3&rft.spage=459&rft.epage=468&rft.title=Otolaryngologic Clinics of North America&rft.atitle=Skeletal Surgery for Obstructive Sleep Apnea&rft_id=info:doi/10.1016/j.otc.2020.02.008,Book Chapter | Skeletal Surgery for Obstructive Sleep Apnea | Maria Suurna 2020 | Published in Book Otolaryngologic Clinics of North America Volume 53 Issue 3 Page 459 468. | Publisher:Elsevier ISSN:0030-6665 ISBN:9780323732901,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=BABU&rft.auinit=A&rft.date=2009&rft.issn=1530891X&rft.volume=15&rft.issue=7&rft.spage=696&rft.epage=704&rft.title=Endocrine Practice&rft.atitle=Safe and Simple Emergency Department Discharge Therapy for Patients with Type 2 Diabetes Mellitus and Severe Hyperglycemia&rft_id=info:doi/10.4158/EP09117.ORR,Article | Safe and Simple Emergency Department Discharge Therapy for Patients with Type 2 Diabetes Mellitus and Severe Hyperglycemia | BABU 2009 | Published in Journal Endocrine Practice Volume 15 Issue 7 Page 696 704. | ISSN:1530-891X,0,0,2,2,0,100,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=BARANIUK&rft.auinit=C&rft.date=2020&rft.issn=02624079&rft.volume=248&rft.issue=3309&rft.spage=46&rft.epage=50&rft.title=New Scientist&rft.atitle=AI gets emotional&rft_id=info:doi/10.1016/S0262-4079(20)32050-9,Article | AI gets emotional | BARANIUK 2020 | Published in Journal New Scientist Volume 248 Issue 3309 Page 46 50. | ISSN:0262-4079,0,0,3,3,0,100,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=BERNARDI&rft.auinit=S&rft.date=2020&rft.issn=00928674&rft.volume=183&rft.issue=4&rft.spage=954&rft.epage=967.e21&rft.title=Cell&rft.atitle=The Geometry of Abstraction in the Hippocampus and Prefrontal Cortex&rft_id=info:doi/10.1016/j.cell.2020.09.031,Article | The Geometry of Abstraction in the Hippocampus and Prefrontal Cortex | BERNARDI 2020 | Published in Journal Cell Volume 183 Issue 4 Page 954 967.e21. | ISSN:0092-8674,0,0,1,1,0,100,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=BRIERE&rft.auinit=J&rft.date=2015&rft.issn=0193953X&rft.isbn=9780323395816&rft.volume=38&rft.issue=3&rft.spage=515&rft.epage=527&rft.title=Psychiatric Clinics of North America&rft.atitle=Complex Trauma in Adolescents and Adults: Effects and Treatment&rft_id=info:doi/10.1016/j.psc.2015.05.004,Book Chapter | Complex Trauma in Adolescents and Adults Effects and Treatment | David Baron 2015 | Published in Book Psychiatric Clinics of North America Volume 38 Issue 3 Page 515 527. | Publisher:Elsevier Health Sciences ISSN:0193-953X ISBN:9780323395816,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=BURRI&rft.auinit=A&rft.date=2009&rft.issn=17436095&rft.volume=6&rft.issue=7&rft.spage=1930&rft.epage=1937&rft.title=The Journal of Sexual Medicine&rft.atitle=Emotional Intelligence and Its Association with Orgasmic Frequency in Women&rft_id=info:doi/10.1111/j.1743-6109.2009.01297.x,Article | Emotional Intelligence and Its Association with Orgasmic Frequency in Women | BURRI 2009 | Published in Journal The Journal of Sexual Medicine Volume 6 Issue 7 Page 1930 1937. | ISSN:1743-6095,0,0,2,2,0,100,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=CARROLL&rft.auinit=L&rft.date=2017&rft.issn=0193953X&rft.isbn=9780323509855&rft.volume=40&rft.issue=1&rft.spage=127&rft.epage=140&rft.title=Psychiatric Clinics of North America&rft.atitle=Therapeutic Issues with Transgender Elders&rft_id=info:doi/10.1016/j.psc.2016.10.004,Book Chapter | Therapeutic Issues with Transgender Elders | Lynne Carroll 2017 | Published in Book Psychiatric Clinics of North America Volume 40 Issue 1 Page 127 140. | Publisher:Elsevier ISSN:0193-953X ISBN:9780323509855,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=CHAKRABORTY&rft.auinit=J&rft.date=2010&rft.isbn=9781845697884&rft.spage=202&rft.epage=213&rft.title=Fundamentals and Practices in Colouration of Textiles&rft.atitle=Colouration with pigments&rft_id=info:doi/10.1533/9780857092823.202,Book Chapter | Colouration with pigments | CHAKRABORTY 2010 | Published in Book Fundamentals and Practices in Colouration of Textiles Page 202 213. | Publisher:Woodhead Publishing India ISBN:9781845697884,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=CHAKRABORTY&rft.auinit=J&rft.date=2010&rft.isbn=9781845697884&rft.spage=27&rft.epage=42&rft.title=Fundamentals and Practices in Colouration of Textiles&rft.atitle=Dyeing with direct dye&rft_id=info:doi/10.1533/9780857092823.27,Book Chapter | Dyeing with direct dye | CHAKRABORTY 2010 | Published in Book Fundamentals and Practices in Colouration of Textiles Page 27 42. | Publisher:Woodhead Publishing India ISBN:9781845697884,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=CHAPLIN&rft.auinit=M&rft.date=2020&rft.issn=15443191&rft.volume=60&rft.issue=6&rft.spage=e158&rft.epage=e161&rft.title=Journal of the American Pharmacists Association&rft.atitle=Effectiveness of an educational intervention on health risks of vaping for high school\u2013aged adolescents&rft_id=info:doi/10.1016/j.japh.2020.05.008,Article | Effectiveness of an educational intervention on health risks of vaping for high school\u2013aged adolescents | CHAPLIN 2020 | Published in Journal Journal of the American Pharmacists Association Volume 60 Issue 6 Page e158 e161. | ISSN:1544-3191,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=CHESAK&rft.auinit=S&rft.date=2021&rft.issn=00256196&rft.volume=96&rft.issue=6&rft.spage=1578&rft.epage=1591&rft.title=Mayo Clinic Proceedings&rft.atitle=Challenges and Solutions for Physician Mothers: A Critical Review of the Literature&rft_id=info:doi/10.1016/j.mayocp.2020.10.008,Article | Challenges and Solutions for Physician Mothers A Critical Review of the Literature | CHESAK 2021 | Published in Journal Mayo Clinic Proceedings Volume 96 Issue 6 Page 1578 1591. | ISSN:0025-6196,0,0,4,4,0,100,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=CICCARONE&rft.auinit=D&rft.date=2022&rft.issn=00257125&rft.isbn=9780323848763&rft.volume=106&rft.issue=1&rft.spage=81&rft.epage=97&rft.title=Medical Clinics of North America&rft.atitle=Understanding Stimulant Use and Use Disorders in a New Era&rft_id=info:doi/10.1016/j.mcna.2021.08.010,Book Chapter | Understanding Stimulant Use and Use Disorders in a New Era | Melissa B Weimer 2022 | Published in Book Medical Clinics of North America Volume 106 Issue 1 Page 81 97. | Publisher:Elsevier ISSN:0025-7125 ISBN:9780323848763,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=CONNER&rft.auinit=M&rft.date=2022&rft.isbn=9780128222324&rft.spage=1&rft.epage=33&rft.title=Comprehensive Clinical Psychology&rft.atitle=Health Behavior&rft_id=info:doi/10.1016/B978-0-12-818697-8.00060-1,Book Chapter | Health Behavior | CONNER 2022 | Published in Book Comprehensive Clinical Psychology Page 1 33. | Publisher:Elsevier ISBN:9780128222324,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=COTTIN&rft.auinit=V&rft.date=2016&rft.issn=02725231&rft.isbn=9780323462532&rft.volume=37&rft.issue=3&rft.spage=535&rft.epage=556&rft.title=Clinics in Chest Medicine&rft.atitle=Eosinophilic Lung Diseases&rft_id=info:doi/10.1016/j.ccm.2016.04.015,Book Chapter | Eosinophilic Lung Diseases | Robert Kotloff 2016 | Published in Book Clinics in Chest Medicine Volume 37 Issue 3 Page 535 556. | Publisher:Elsevier Health Sciences ISSN:0272-5231 ISBN:9780323462532,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=COX&rft.auinit=D&rft.date=2020&rft.issn=00313955&rft.isbn=9780323755863&rft.volume=67&rft.issue=5&rft.spage=875&rft.epage=888&rft.title=Pediatric Clinics of North America&rft.atitle=Pediatric Infective Endocarditis: A Clinical Update&rft_id=info:doi/10.1016/j.pcl.2020.06.011,Book Chapter | Pediatric Infective Endocarditis A Clinical Update | Ivy Dunbar 2020 | Published in Book Pediatric Clinics of North America Volume 67 Issue 5 Page 875 888. | Publisher:Elsevier ISSN:0031-3955 ISBN:9780323755863,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve??ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&url_ver=Z39.88-2004&rfr_id=info:sid/Elsevier:SD&svc_val_fmt=info:ofi/fmt:kev:mtx:sch_svc&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.aulast=DABROWSKAKLODA&rft.auinit=K&rft.date=2015&rft.issn=08863350&rft.volume=41&rft.issue=7&rft.spage=1376&rft.epage=1382&rft.title=Journal of Cataract & Refractive Surgery=&rft.atitle=Incidence and risk factors of late in-the-bag intraocular lens dislocation: Evaluation of 140 eyes between 1992 and 2012&rft_id=info:doi/10.1016/j.jcrs.2014.10.040,Article | Incidence and risk factors of late in-the-bag intraocular lens dislocation Evaluation of 140 eyes between 1992 and 2012 | DABROWSKAKLODA 2015 | Published in Journal Journal of Cataract Volume 41 Issue 7 Page 1376 1382. | ISSN:0886-3350,0,0,1,1,0,100,1,0,0,0
